prediction,actual,error,mse
4.159379938471721,3.0,(1.1593799384717212, 1.344161841730692)
3.8990358517676595,1.0,(2.8990358517676595, 8.404408869834239)
4.197615578292663,4.0,(0.1976155782926634, 0.039051916783943784)
3.0010204443640167,4.0,(0.9989795556359833, 0.9979601525786667)
4.0,4.0,(0.0, 0.0)
4.090873211042059,2.0,(2.0908732110420587, 4.3717507846533294)
1.7842030615553184,4.0,(2.2157969384446816, 4.909756072420824)
5.0,5.0,(0.0, 0.0)
4.7507699220202255,5.0,(0.24923007797977448, 0.06211563176980447)
2.6072025845602105,5.0,(2.3927974154397895, 5.725479471335337)
5.0,4.0,(1.0, 1.0)
5.0,5.0,(0.0, 0.0)
3.3740813949487,4.0,(0.6259186050513001, 0.3917741001493655)
5.0,4.0,(1.0, 1.0)
4.254457190342206,1.0,(3.2544571903422064, 10.591491603770088)
4.576422581238583,4.0,(0.5764225812385826, 0.33226299216175037)
3.9847711785415303,4.0,(0.01522882145846971, 0.0002319170030139475)
5.0,5.0,(0.0, 0.0)
4.305707764738973,4.0,(0.30570776473897343, 0.09345723742169952)
3.7707726113785505,3.0,(0.7707726113785505, 0.5940904184513099)
4.369958829438389,5.0,(0.6300411705616114, 0.39695187660264547)
4.107045307564893,4.0,(0.10704530756489294, 0.011458697871662527)
4.259038878860913,4.0,(0.25903887886091326, 0.0671011407615189)
5.0,1.0,(4.0, 16.0)
1.0,5.0,(4.0, 16.0)
5.0,5.0,(0.0, 0.0)
4.62650193758205,3.0,(1.6265019375820504, 2.645508552958164)
2.4968197989018366,3.0,(0.5031802010981634, 0.2531903147771882)
5.0,2.0,(3.0, 9.0)
4.74444347939469,5.0,(0.2555565206053103, 0.0653091352238924)
4.718319300145933,5.0,(0.28168069985406685, 0.07934401667027689)
1.4069436971551064,5.0,(3.593056302844894, 12.910053595413418)
1,1.0,(0.0, 0.0)
4.6981383174327895,5.0,(0.30186168256721047, 0.09112047540230733)
5.0,5.0,(0.0, 0.0)
3.912476928502856,4.0,(0.08752307149714378, 0.007660288044294142)
3.8592955927022707,4.0,(0.14070440729772926, 0.019797730233005288)
3.881431551468826,4.0,(0.11856844853117421, 0.014058476987089707)
4.040183155215289,2.0,(2.0401831552152894, 4.162347306824214)
5.0,5.0,(0.0, 0.0)
3.819688155991417,4.0,(0.18031184400858313, 0.032512361089775614)
3.6147540680883563,5.0,(1.3852459319116437, 1.9189062918777582)
4.693232063004231,4.0,(0.6932320630042312, 0.48057069317710244)
4.993074380999655,5.0,(0.006925619000345051, 4.7964198537940384e-05)
5.0,3.0,(2.0, 4.0)
5.0,5.0,(0.0, 0.0)
3.3362268914134443,5.0,(1.6637731085865557, 2.768140956855771)
4.534932888042056,5.0,(0.4650671119579437, 0.21628741862490256)
4.355911737797843,3.0,(1.3559117377978431, 1.8384966406979668)
4.933006604611672,5.0,(0.06699339538832838, 0.0044881150256568985)
3.867080007546236,4.0,(0.13291999245376385, 0.017667724393908638)
4.744571966775293,4.0,(0.7445719667752932, 0.5543874137076283)
3.1799139172933693,5.0,(1.8200860827066307, 3.3127133484623683)
4.465730643777965,5.0,(0.5342693562220351, 0.2854437449979078)
2.5873782661589226,2.0,(0.5873782661589226, 0.34501322755586217)
3.8665333179973467,3.0,(0.8665333179973467, 0.7508799911994908)
5.0,5.0,(0.0, 0.0)
4.227765672093751,5.0,(0.7722343279062489, 0.596345857196816)
5.0,2.0,(3.0, 9.0)
3.101340899088051,4.0,(0.8986591009119489, 0.8075881796518724)
2.0,1.0,(1.0, 1.0)
4.034769109233698,4.0,(0.03476910923369836, 0.0012088909569048486)
4.082577695190853,4.0,(0.082577695190853, 0.006819075743033428)
1.422613649472402,4.0,(2.577386350527598, 6.642920399885969)
5.0,1.0,(4.0, 16.0)
4.486993539559513,5.0,(0.5130064604404874, 0.2631756284536773)
5.0,1.0,(4.0, 16.0)
4.0615675554464605,5.0,(0.9384324445535395, 0.8806554529907319)
5.0,3.0,(2.0, 4.0)
4.028300698815886,1.0,(3.028300698815886, 9.170605122448782)
1.0,1.0,(0.0, 0.0)
5.0,2.0,(3.0, 9.0)
4.4651116197200516,2.0,(2.4651116197200516, 6.076775297678816)
5.0,5.0,(0.0, 0.0)
3.781293035367974,5.0,(1.2187069646320259, 1.485246665642606)
4.195728005292217,5.0,(0.8042719947077828, 0.6468534414712358)
1.0208607883980252,5.0,(3.979139211601975, 15.833548865308387)
4.230765242325488,5.0,(0.7692347576745124, 0.5917221124145658)
4.509358554012394,3.0,(1.509358554012394, 2.2781632445703845)
3.84890483132614,5.0,(1.15109516867386, 1.325020087344302)
4.324965639594491,4.0,(0.3249656395944909, 0.10560266691705654)
4.665163604042717,5.0,(0.3348363959572831, 0.11211541205766247)
4.089984103636317,5.0,(0.9100158963636833, 0.828128931634598)
3.747762338991372,5.0,(1.2522376610086279, 1.5680991596483593)
5.0,2.0,(3.0, 9.0)
3.4236284964275336,1.0,(2.4236284964275336, 5.8739750886955875)
4.720077634056771,5.0,(0.2799223659432286, 0.0783565309552548)
3.9999999999999996,5.0,(1.0000000000000004, 1.0000000000000009)
3.483772842678018,2.0,(1.4837728426780181, 2.201581848668807)
3.1774212086116087,2.0,(1.1774212086116087, 1.3863207024884214)
5.0,5.0,(0.0, 0.0)
5.0,5.0,(0.0, 0.0)
4.548924274496755,4.0,(0.5489242744967546, 0.30131785913178843)
4.653403102565487,5.0,(0.3465968974345133, 0.12012940931123052)
2.7497219924777347,4.0,(1.2502780075222653, 1.5631950960938457)
2.826314158356781,5.0,(2.173685841643219, 4.7249101381601895)
5.0,5.0,(0.0, 0.0)
4.673730450528481,5.0,(0.32626954947151887, 0.1064518189123479)
3.7430736775234412,5.0,(1.2569263224765588, 1.5798637801344462)
3.508585369650017,1.0,(2.508585369650017, 6.293000556822112)
4.294213079598153,1.0,(3.294213079598153, 10.851839813795547)
1.685122535612198,1.0,(0.6851225356121979, 0.4693928888036874)
4.985663165459884,5.0,(0.01433683454011625, 0.00020554482463067033)
3.6143351443620353,2.0,(1.6143351443620353, 2.6060779583223934)
3.9572041713833497,5.0,(1.0427958286166503, 1.0874231401802863)
3.9055887525420303,4.0,(0.0944112474579697, 0.008913483646569988)
3.319157838430813,5.0,(1.680842161569187, 2.825230372108577)
4.367611737609296,4.0,(0.36761173760929644, 0.13513838962812622)
3.1677532941781226,5.0,(1.8322467058218774, 3.3571279909951213)
2.659332854214974,2.0,(0.6593328542149739, 0.434719812647264)
3.608718348181754,2.0,(1.6087183481817542, 2.5879747237766315)
3.988386138832792,3.0,(0.9883861388327921, 0.9769071594367954)
3.0,5.0,(2.0, 4.0)
3.4355487997550105,5.0,(1.5644512002449895, 2.447507557947988)
3.7216969394156463,4.0,(0.2783030605843537, 0.07745259353061845)
4.3308474840766635,5.0,(0.6691525159233365, 0.44776508956653105)
4.890716282394365,5.0,(0.10928371760563493, 0.011942930933708162)
3.7011503526757212,3.0,(0.7011503526757212, 0.4916118170572883)
4.771177164672298,2.0,(2.771177164672298, 7.679422878001196)
4.249432971248927,3.0,(1.2494329712489272, 1.5610827496439224)
4.413147186527604,5.0,(0.5868528134723956, 0.3443962246804663)
2.0,2.0,(0.0, 0.0)
3.86608053771247,5.0,(1.1339194622875302, 1.2857733469544415)
1.2158249317020093,1.0,(0.21582493170200934, 0.046580401144177)
4.0,5.0,(1.0, 1.0)
4.731380143348929,1.0,(3.731380143348929, 13.923197774178673)
3.0489281679852582,2.0,(1.0489281679852582, 1.1002503015929102)
4.0,5.0,(1.0, 1.0)
4.18783598743917,2.0,(2.18783598743917, 4.786626307933929)
2.127333223509453,1.0,(1.1273332235094529, 1.270880196828214)
4.22998397899843,4.0,(0.2299839789984297, 0.05289263059595015)
3.1654419919206127,4.0,(0.8345580080793873, 0.6964870688494347)
1,5.0,(4.0, 16.0)
3.369380385711392,5.0,(1.6306196142886078, 2.658920326502728)
3.86166294078618,4.0,(0.13833705921382, 0.019137141951927943)
3.6614116776501704,5.0,(1.3385883223498296, 1.7918186967313314)
1,2.0,(1.0, 1.0)
5.0,5.0,(0.0, 0.0)
5.0,5.0,(0.0, 0.0)
2.004758467714283,4.0,(1.9952415322857169, 3.9809887721578554)
4.256290740596465,5.0,(0.743709259403535, 0.5531034625225546)
5.0,5.0,(0.0, 0.0)
5.0,5.0,(0.0, 0.0)
5.0,5.0,(0.0, 0.0)
5.0,5.0,(0.0, 0.0)
3.918590735636948,3.0,(0.9185907356369478, 0.8438089395980289)
4.691833031351688,5.0,(0.3081669686483117, 0.09496688056588955)
4.1809667709568625,5.0,(0.8190332290431375, 0.6708154302768284)
4.294914716145255,1.0,(3.2949147161452554, 10.85646298667057)
4.064103212298226,5.0,(0.9358967877017736, 0.8759027972304988)
2.6680250827852805,1.0,(1.6680250827852805, 2.782307676800842)
4.3039425443963495,5.0,(0.6960574556036505, 0.4844959815014279)
3.767031051613328,5.0,(1.232968948386672, 1.5202124276857356)
1.0,5.0,(4.0, 16.0)
4.10994129468888,5.0,(0.8900587053111204, 0.7922044989001079)
4.0,5.0,(1.0, 1.0)
4.589251625007289,5.0,(0.41074837499271144, 0.1687142275591531)
5.0,5.0,(0.0, 0.0)
5.0,5.0,(0.0, 0.0)
4.318972350238301,5.0,(0.6810276497616989, 0.4637986597399433)
2.1340799994074553,5.0,(2.8659200005925447, 8.213497449796371)
3.9445429738932583,4.0,(0.05545702610674175, 0.0030754817446038358)
1,5.0,(4.0, 16.0)
1,5.0,(4.0, 16.0)
3.9987664056505254,4.0,(0.001233594349474565, 1.521755019055575e-06)
3.0,3.0,(0.0, 0.0)
2.0,4.0,(2.0, 4.0)
5.0,5.0,(0.0, 0.0)
1.6024780468245843,5.0,(3.3975219531754157, 11.543155422308892)
1.7365813709131273,5.0,(3.263418629086873, 10.649901148671246)
4.932738332324015,4.0,(0.932738332324015, 0.8700007965865847)
1.550982175531632,5.0,(3.449017824468368, 11.895723953500513)
3.9303229942385998,1.0,(2.9303229942385998, 8.586792850563473)
2.467377110932433,4.0,(1.532622889067567, 2.348932920093816)
4.0,4.0,(0.0, 0.0)
1,4.0,(3.0, 9.0)
3.0582350304802657,4.0,(0.9417649695197343, 0.8869212578145061)
4.399942161855786,5.0,(0.6000578381442141, 0.3600694091183078)
3.7492739576181804,2.0,(1.7492739576181804, 3.0599593788011714)
5.0,3.0,(2.0, 4.0)
1,1.0,(0.0, 0.0)
4.184601590917313,4.0,(0.1846015909173131, 0.034077747369203014)
2.7952412164939044,1.0,(1.7952412164939044, 3.2228910253985137)
5.0,5.0,(0.0, 0.0)
2.9100781011844123,5.0,(2.0899218988155877, 4.367773543148951)
2.0,2.0,(0.0, 0.0)
3.9251678019378304,4.0,(0.07483219806216956, 0.005599857866815774)
4.443219738372669,5.0,(0.5567802616273312, 0.3100042597377994)
4.383969201508561,5.0,(0.6160307984914386, 0.3794939446899994)
2.0,5.0,(3.0, 9.0)
5.0,4.0,(1.0, 1.0)
3.1362906949407665,3.0,(0.1362906949407665, 0.018575153527437077)
4.037405870872519,2.0,(2.0374058708725187, 4.151022682665806)
3.9203016095485728,3.0,(0.9203016095485728, 0.8469550525376937)
2.377289707138603,4.0,(1.622710292861397, 2.6331886945583207)
5.0,5.0,(0.0, 0.0)
4.1031379685707385,4.0,(0.10313796857073854, 0.01063744056089865)
4.560416654395488,5.0,(0.43958334560451195, 0.1932335177328558)
4.071039826550247,3.0,(1.0710398265502468, 1.1471263100567828)
1,5.0,(4.0, 16.0)
4.734806349406044,5.0,(0.2651936505939556, 0.07032767231534902)
5.0,5.0,(0.0, 0.0)
4.697559714615301,1.0,(3.697559714615301, 13.671947843145988)
4.847361847141226,5.0,(0.15263815285877413, 0.023298405708138497)
3.8794442874282047,4.0,(0.12055571257179531, 0.014533679833693327)
4.906343532878882,4.0,(0.906343532878882, 0.8214585995913731)
5.0,5.0,(0.0, 0.0)
1,2.0,(1.0, 1.0)
3.448071430448431,2.0,(1.4480714304484308, 2.0969108676809647)
2.7828967496866386,5.0,(2.2171032503133614, 4.915546822550072)
5.0,4.0,(1.0, 1.0)
5.0,1.0,(4.0, 16.0)
3.7890193333615247,5.0,(1.2109806666384753, 1.466474174972166)
3.799215532740245,4.0,(0.20078446725975496, 0.04031440229278361)
4.074503724224602,5.0,(0.925496275775398, 0.8565433564741315)
4.024116992929828,4.0,(0.024116992929828385, 0.0005816293479773923)
5.0,5.0,(0.0, 0.0)
5.0,5.0,(0.0, 0.0)
4.076755665140878,5.0,(0.9232443348591222, 0.8523801018494629)
3.576456790494888,4.0,(0.42354320950511193, 0.17938885031789115)
2.5971882014639087,2.0,(0.5971882014639087, 0.35663374796769803)
3.9240332637971687,5.0,(1.0759667362028313, 1.1577044174149733)
1,5.0,(4.0, 16.0)
4.519588643835223,5.0,(0.4804113561647769, 0.23079507113208014)
3.692242380728247,4.0,(0.30775761927175305, 0.0947147522198173)
2.323350118267822,3.0,(0.6766498817321782, 0.45785506244817076)
4.361433463567546,5.0,(0.638566536432454, 0.4077672214513406)
3.860745873040256,3.0,(0.8607458730402562, 0.7408834579558328)
4.398652454934821,5.0,(0.6013475450651793, 0.36161886995591785)
3.9999999999999996,3.0,(0.9999999999999996, 0.9999999999999991)
5.0,3.0,(2.0, 4.0)
4.539659974116793,5.0,(0.4603400258832071, 0.2119129394301518)
1.0,2.0,(1.0, 1.0)
3.5947500154935472,5.0,(1.4052499845064528, 1.9747275189553857)
4.026389303585174,5.0,(0.9736106964148261, 0.9479177881733627)
3.523302924705773,3.0,(0.523302924705773, 0.27384595100561593)
4.190232250385009,4.0,(0.19023225038500868, 0.036188309086544634)
5.0,4.0,(1.0, 1.0)
4.1656909410158995,2.0,(2.1656909410158995, 4.690217251998332)
5.0,5.0,(0.0, 0.0)
4.874985274824037,4.0,(0.874985274824037, 0.7655992311588955)
3.6245100459720687,5.0,(1.3754899540279313, 1.8919726136317605)
4.686222563581374,3.0,(1.6862225635813743, 2.843346533930942)
4.142948108926374,5.0,(0.8570518910736258, 0.7345379439928781)
4.5222250497120955,4.0,(0.5222250497120955, 0.2727190025468006)
4.530229496841756,5.0,(0.4697705031582444, 0.22068432563755014)
3.5880577668679856,4.0,(0.4119422331320144, 0.16969640343779088)
3.916491883084266,4.0,(0.08350811691573412, 0.006973605590811919)
1.0,1.0,(0.0, 0.0)
4.0,3.0,(1.0, 1.0)
2.905214674154771,5.0,(2.094785325845229, 4.388125561376502)
2.594173424857261,3.0,(0.405826575142739, 0.16469520909208518)
4.704300836738761,5.0,(0.29569916326123913, 0.08743799515339695)
5.0,5.0,(0.0, 0.0)
1.2854021766560202,5.0,(3.71459782334398, 13.798236989191834)
2.0929655913795124,4.0,(1.9070344086204876, 3.6367802356624925)
